age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,latitude,longitude,id,contact_month,contact_year,contactado_previamente,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,hoja_origen
56.0,blue-collar,divorced,unknown,no,no,yes,cellular,117,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-03-12,43.474,-108.413,4ae4faf6-672c-4ac3-a812-c194a421ee79,3.0,2019.0,False,63869,1,0,2012-09-06,17,2012
47.0,services,married,basic.6y,no,yes,no,cellular,159,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-04-06,38.027,-98.979,918fdd83-c7f9-43c9-942b-140b88de4bc0,4.0,2015.0,False,28033,0,0,2012-12-08,17,2012
40.0,management,married,university.degree,unknown,yes,no,cellular,37,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-11-02,38.283,-79.014,64bf5d54-eb7e-43c6-ad84-5da6f9623375,11.0,2015.0,False,135544,2,2,2012-11-07,24,2012
36.0,technician,divorced,university.degree,no,no,yes,cellular,127,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-11-21,25.325,-82.744,bfc4fab2-7f1c-4f2b-a43c-5600b1b0c11f,11.0,2015.0,False,24582,2,1,2012-01-01,15,2012
43.0,housemaid,married,basic.4y,no,no,no,cellular,90,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-06-03,44.277,-67.211,1712ef03-2145-419b-aac7-4c3fc6c1f4c7,6.0,2016.0,False,144943,2,2,2012-12-07,10,2012
46.0,admin.,divorced,professional.course,no,no,yes,cellular,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-07-09,36.095,-92.167,d7214a38-e92b-4018-ab17-2983999dcaff,7.0,2018.0,False,41985,0,1,2012-12-21,7,2012
37.0,services,married,high.school,no,no,yes,cellular,264,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-05-24,36.24,-69.27,7093b057-7ffc-429b-9430-ad42e2b247a5,5.0,2016.0,False,30946,2,1,2012-05-06,25,2012
58.0,unemployed,divorced,high.school,no,no,no,cellular,377,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-09-06,32.684,-76.319,716c52dc-4ff3-434c-8d30-0c92ee08936e,9.0,2018.0,False,177931,2,1,2012-06-26,21,2012
57.0,retired,married,high.school,no,no,no,cellular,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.856,5228.1,no,2018-04-04,40.914,-122.331,3f8012e9-6ce6-4f95-b831-7908113346f1,4.0,2018.0,False,120615,1,1,2012-11-02,9,2012
58.0,housemaid,married,university.degree,unknown,yes,no,cellular,71,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-03-10,46.063,-99.555,97f0e61a-68ca-40ae-bb87-04e81b4c9f11,3.0,2016.0,False,133443,1,0,2012-08-15,27,2012
44.0,blue-collar,married,unknown,unknown,no,no,cellular,118,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-09-09,27.973,-73.638,a65b927f-9808-44ac-a586-3f55f7362ad4,9.0,2015.0,False,162765,0,0,2012-04-15,30,2012
58.0,admin.,married,university.degree,unknown,no,no,cellular,257,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-03-21,28.438,-120.314,97a651fa-5233-492e-912b-3115c6ea1d58,3.0,2016.0,False,63691,2,0,2012-05-06,21,2012
30.0,admin.,married,unknown,no,no,no,cellular,234,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-12-08,34.847,-85.158,5dc59d20-5a30-455c-bf67-043dd984af9d,12.0,2016.0,False,129422,2,2,2012-05-17,27,2012
49.0,blue-collar,divorced,basic.6y,unknown,no,no,cellular,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2017-01-21,40.13,-90.344,78c5c335-888c-4c17-9756-f28c7981a79e,1.0,2017.0,False,65317,2,0,2012-03-21,4,2012
55.0,services,divorced,high.school,no,yes,no,cellular,499,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-01-17,44.263,-84.969,73a2cbba-b86d-4380-b87f-331e783ed745,1.0,2016.0,False,66006,2,1,2012-06-09,7,2012
36.0,admin.,married,unknown,no,no,no,cellular,220,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-11-25,47.303,-104.83,9f4ef5b6-c7b4-473f-8722-6e9fb2e780ab,11.0,2017.0,False,103055,1,2,2012-07-27,3,2012
30.0,admin.,married,unknown,no,no,no,cellular,270,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-07-01,31.227,-84.424,30c749f4-7410-4404-8b5f-da4e4a662eed,7.0,2019.0,False,76215,0,1,2012-12-22,13,2012
55.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,213,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-08-08,30.89,-78.602,7f8dd40a-5e7d-49af-a4b0-238874a9b93a,8.0,2017.0,False,141618,0,0,2012-11-08,8,2012
56.0,blue-collar,divorced,basic.6y,unknown,no,no,telephone,1037,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-06-25,30.902,-82.544,49272f99-31bb-43a5-adb1-19a736e1fac7,6.0,2017.0,False,49351,2,2,2012-03-27,32,2012
45.0,housemaid,married,basic.4y,no,no,no,cellular,262,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-02-03,27.909,-118.121,bb32ae50-41ab-409a-aa7a-e8270291db1f,2.0,2019.0,False,28460,1,1,2012-09-26,18,2012
46.0,self-employed,married,university.degree,no,no,no,cellular,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-08-26,46.111,-85.37,aa2e90b2-9fa4-4dc2-9281-c22237d0dd4b,8.0,2016.0,False,11382,0,2,2012-09-17,15,2012
53.0,management,married,unknown,no,no,no,cellular,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-10-08,26.21,-108.275,8dfc32e0-7d0c-4843-b715-b79b6336b7bb,10.0,2018.0,False,61520,2,1,2012-07-05,13,2012
46.0,management,married,basic.9y,unknown,no,no,cellular,83,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-02-03,30.093,-84.095,339115ff-283a-48f2-ab58-fd2d117c0cf4,2.0,2019.0,False,132511,1,0,2012-06-01,23,2012
47.0,blue-collar,divorced,basic.9y,no,yes,yes,cellular,138,3,999,0,nonexistent,1.4,,-42.7,,5228.1,no,,45.636,-89.178,e4d72dc5-1cd5-4960-a267-5757c1486c53,,,False,11520,1,2,2012-02-07,27,2012
48.0,self-employed,married,university.degree,unknown,no,no,cellular,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-02-27,35.1,-116.626,92824c92-3288-429d-84b1-b08e7c468fb1,2.0,2019.0,False,109195,2,2,2012-12-10,9,2012
39.0,technician,single,university.degree,unknown,yes,no,cellular,267,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-10-19,31.113,-90.24,683c3d9e-ca07-40c5-9d2d-931ed35b18ff,10.0,2018.0,False,86770,1,2,2012-08-18,28,2012
55.0,retired,divorced,high.school,no,no,no,cellular,609,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-11-21,44.409,-99.221,579def4a-60ec-492c-b7f3-a5df8b170f2d,11.0,2015.0,False,19733,2,2,2012-11-19,8,2012
53.0,retired,divorced,basic.9y,no,no,no,telephone,313,16,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2018-05-27,27.797,-80.031,b8a36bb0-a52f-45e1-8957-e2e65946ba0c,5.0,2018.0,False,38383,1,0,2012-10-23,28,2012
55.0,admin.,married,high.school,no,yes,no,cellular,170,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-05-06,32.802,-121.357,62d8a568-9455-449a-8423-5b8b883ceafb,5.0,2017.0,False,115253,2,0,2012-06-29,9,2012
57.0,retired,single,unknown,unknown,no,no,cellular,117,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-03-15,25.162,-96.018,a420645d-34be-4208-beac-7ef2b3adcb45,3.0,2019.0,False,21092,2,0,2012-04-06,11,2012
38.0,student,single,unknown,unknown,yes,yes,cellular,76,4,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2015-01-14,35.014,-121.32,2bd6c517-db7d-4bb9-a227-b833127634d9,1.0,2015.0,False,109801,0,1,2012-09-15,15,2012
48.0,retired,married,basic.4y,unknown,no,yes,cellular,780,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-11-18,47.264,-122.201,cf872e35-f95a-4519-990a-1bf7a049e240,11.0,2017.0,False,21419,1,2,2012-06-12,15,2012
52.0,entrepreneur,married,basic.9y,no,yes,no,cellular,165,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-06-30,39.674,-80.346,c572a905-89ff-44de-84de-9b3a2550344e,6.0,2018.0,False,52778,1,2,2012-11-20,18,2012
36.0,technician,married,professional.course,no,no,no,cellular,314,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-08-28,47.96,-94.723,7de41318-fea1-4b81-b1c0-d8590e93cc75,8.0,2016.0,False,84343,1,2,2012-10-07,8,2012
48.0,housemaid,married,university.degree,no,yes,no,cellular,306,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-06-30,35.604,-102.068,0c1fa45e-ae24-4698-a38a-8d034f5e2d1e,6.0,2015.0,False,23104,2,1,2012-03-25,15,2012
52.0,housemaid,married,basic.9y,no,yes,no,cellular,83,12,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-12-06,26.365,-87.162,9aa71f48-4f1c-4608-b644-de38e4842ee9,12.0,2017.0,False,47996,1,0,2012-05-19,14,2012
36.0,services,married,basic.6y,no,yes,no,cellular,320,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-09-24,48.544,-69.162,e209422d-ab36-4102-bd95-431a6750ffe4,9.0,2015.0,False,147451,2,1,2012-07-07,16,2012
43.0,unemployed,divorced,basic.9y,no,no,no,cellular,39,9,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2018-11-29,27.947,-88.84,41d6414c-ff37-46f8-9008-0dabee11012a,11.0,2018.0,False,163440,0,1,2012-02-20,12,2012
58.0,technician,divorced,unknown,unknown,yes,no,cellular,341,12,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-10-20,26.79,-89.04,2e6fda5e-5fdc-4695-a29f-6423a81a08e6,10.0,2017.0,False,178532,0,2,2012-02-27,17,2012
34.0,admin.,married,university.degree,no,yes,yes,cellular,151,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-25,28.839,-73.43,4285bb4d-82d2-4414-b2a5-2ae3cba57875,7.0,2016.0,False,120648,1,1,2012-06-25,32,2012
57.0,retired,married,high.school,no,no,no,cellular,377,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-11-29,31.442,-101.46,3355cd04-b05f-413d-aa08-93f5470502e1,11.0,2018.0,False,29318,2,2,2012-11-25,10,2012
51.0,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,19,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-02-02,38.644,-69.417,054258e1-d7a9-4e5c-9e63-2e2e1d219d01,2.0,2018.0,False,62535,2,2,2012-11-08,21,2012
41.0,admin.,married,high.school,no,yes,yes,cellular,76,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-12-01,49.017,-86.142,15a2a70a-3291-447c-980b-8f08867072b4,12.0,2017.0,False,60445,2,1,2012-03-28,30,2012
55.0,technician,married,basic.9y,unknown,yes,no,cellular,72,6,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2015-07-23,39.773,-123.92,2d18d1b3-7760-4dd1-bab1-06911f37b62d,7.0,2015.0,False,171721,0,1,2012-12-28,24,2012
57.0,admin.,married,university.degree,unknown,yes,no,cellular,194,24,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-11-14,35.849,-118.903,cecfdfd6-9041-4819-9146-423022a20a1f,11.0,2018.0,False,168787,1,2,2012-12-01,1,2012
39.0,self-employed,divorced,university.degree,no,no,yes,cellular,890,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2018-06-26,41.526,-93.505,21a474e7-7905-4923-af29-ebd4068d79bf,6.0,2018.0,False,91196,2,1,2012-02-16,27,2012
43.0,services,married,high.school,no,yes,yes,telephone,118,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-02-11,29.188,-118.656,93fbe3a3-c9cc-4068-98aa-ec4d979abbfb,2.0,2015.0,False,148699,2,1,2012-08-07,30,2012
45.0,self-employed,divorced,university.degree,no,yes,no,cellular,168,4,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2016-03-09,30.746,-121.425,6dd7da18-75ac-45d3-90f0-b900afb95755,3.0,2016.0,False,68684,2,0,2012-06-11,30,2012
58.0,technician,married,professional.course,no,no,yes,telephone,76,18,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-11-14,43.575,-91.427,3030214e-a0a0-4cf3-af50-1362a61d2e2c,11.0,2017.0,False,23318,0,0,2012-10-12,12,2012
56.0,services,divorced,high.school,no,no,no,cellular,167,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-12-24,33.048,-73.101,28521802-3d8a-4a88-a448-5871a1e23275,12.0,2018.0,False,15631,2,2,2012-01-12,3,2012
36.0,admin.,single,university.degree,no,no,no,cellular,472,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-07-25,42.573,-121.743,4f23b143-1aea-4f4c-a1d2-c1493bdbcace,7.0,2017.0,False,24483,2,0,2012-10-18,31,2012
54.0,self-employed,divorced,high.school,unknown,no,no,telephone,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-09-07,28.855,-82.179,33c3827d-d6a4-4880-80fa-1a75f6a0360c,9.0,2018.0,False,14530,1,1,2012-02-24,7,2012
46.0,admin.,divorced,professional.course,no,yes,no,cellular,276,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-06-11,48.062,-114.896,a89a9450-f21e-4d38-a891-51943ee3c18e,6.0,2019.0,False,168680,0,2,2012-01-27,31,2012
49.0,technician,married,university.degree,no,no,no,cellular,147,15,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-10-20,44.537,-102.725,3def37a5-71f9-4cf3-8500-ed74e56151de,10.0,2019.0,False,30736,1,2,2012-03-13,21,2012
60.0,retired,divorced,professional.course,no,no,no,cellular,131,7,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-12-19,38.23,-122.233,c756c8b7-e429-4753-8a9f-3832ff352eac,12.0,2017.0,False,79333,0,2,2012-07-11,32,2012
56.0,blue-collar,divorced,basic.9y,no,yes,yes,cellular,123,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2019-06-06,40.47,-102.44,5a911a15-1c46-486e-9e80-5048500969d1,6.0,2019.0,False,109592,0,0,2012-01-15,24,2012
54.0,housemaid,divorced,basic.4y,no,yes,no,cellular,50,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-01-25,45.22,-87.104,18e0e449-bd60-4434-8a26-3a54143ce256,1.0,2017.0,False,34442,2,1,2012-03-05,10,2012
36.0,admin.,divorced,university.degree,unknown,no,yes,cellular,85,9,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2016-02-26,25.415,-109.489,d5ebbf3f-d23e-4ba6-beb8-9793bb8d83a6,2.0,2016.0,False,48464,1,0,2012-03-24,31,2012
41.0,unknown,unknown,unknown,no,yes,no,cellular,91,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-01-07,32.552,-119.808,9fe9cd3e-834d-4d2a-9b0d-d437e996f22d,1.0,2015.0,False,114888,0,2,2012-08-01,19,2012
53.0,blue-collar,married,high.school,no,yes,no,cellular,209,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-08-19,37.44,-87.034,85fb128c-9306-4b6f-a1c5-44c821307cf9,8.0,2019.0,False,79816,2,0,2012-11-17,14,2012
58.0,admin.,divorced,university.degree,no,no,no,cellular,97,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-06-14,37.847,-123.28,99b132f8-6a59-445a-b81f-582abd1d2037,6.0,2019.0,False,141373,2,1,2012-11-01,7,2012
50.0,admin.,married,university.degree,no,no,no,telephone,1076,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2018-11-08,43.862,-78.291,2a299b97-73ad-4fb6-85df-abbbbcde7289,11.0,2018.0,False,51035,0,0,2012-10-17,11,2012
46.0,self-employed,married,university.degree,no,yes,no,cellular,152,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-02-12,47.679,-83.386,425576d2-6163-43cd-bd0d-76af412f4acf,2.0,2015.0,False,87401,1,2,2012-06-04,12,2012
44.0,technician,divorced,professional.course,no,no,yes,telephone,107,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-11-18,48.768,-89.527,c636fc9d-423a-4297-9819-468c4f8a5fa9,11.0,2019.0,False,141069,0,1,2012-01-15,2,2012
42.0,housemaid,married,basic.9y,unknown,no,no,cellular,100,16,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-02-13,32.821,-97.235,a3dc4e0f-2bcf-45a1-9002-d61ce32c72f4,2.0,2018.0,False,161671,0,0,2012-06-30,22,2012
46.0,management,married,basic.9y,unknown,yes,yes,cellular,488,4,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-03-28,31.285,-122.76,cce47443-4851-4657-b2b5-2d40383f9d3d,3.0,2017.0,False,106195,0,1,2012-09-30,23,2012
38.0,unemployed,divorced,basic.9y,no,yes,no,cellular,265,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-07-01,27.111,-87.143,94db3021-975f-4cbc-9317-261223546eea,7.0,2015.0,False,67393,2,1,2012-04-12,14,2012
57.0,retired,single,unknown,unknown,yes,yes,cellular,174,6,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-10-19,31.55,-117.406,abd644ae-8d46-4240-9697-5743a6371a3d,10.0,2017.0,False,145974,0,0,2012-07-26,22,2012
40.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,504,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-12-21,26.602,-121.085,4be5d427-c21c-4fae-bb35-3c6b69849b29,12.0,2018.0,False,168355,0,0,2012-11-14,15,2012
26.0,admin.,single,university.degree,no,no,no,telephone,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-13,37.798,-67.072,eea1acb7-b14a-443b-af8a-a5ccb947b312,7.0,2016.0,False,26877,2,2,2012-09-20,17,2012
53.0,blue-collar,married,high.school,no,no,yes,cellular,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2015-12-02,27.373,-76.219,6ae2538b-2f97-49cb-b0ec-1139657b9da1,12.0,2015.0,False,170083,1,0,2012-05-25,14,2012
55.0,services,divorced,high.school,no,no,no,cellular,164,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-08-03,30.363,-96.041,ab55b92a-df12-438a-a352-35c0525bc71b,8.0,2017.0,False,171346,2,0,2012-10-28,31,2012
48.0,retired,married,basic.4y,unknown,no,no,cellular,110,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2018-06-02,32.885,-119.861,495839e2-61bc-4705-9ce6-3d19558b79a0,6.0,2018.0,False,151024,0,0,2012-02-21,29,2012
53.0,blue-collar,married,high.school,no,yes,yes,cellular,243,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-05-13,29.472,-110.883,c9d98c67-de56-4eab-b605-8740b6d8b52b,5.0,2019.0,False,52303,1,2,2012-07-17,12,2012
36.0,housemaid,married,basic.4y,no,yes,yes,cellular,120,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-12-26,47.089,-111.472,0f8bb485-d326-4281-ad59-6b70acc7bae9,12.0,2016.0,False,149182,2,0,2012-05-08,2,2012
57.0,admin.,married,professional.course,no,unknown,unknown,cellular,127,6,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2015-11-10,47.56,-78.928,3a0bbfd1-a6be-4109-84ae-96b292be94ec,11.0,2015.0,False,145584,1,1,2012-06-24,32,2012
42.0,housemaid,married,basic.4y,unknown,yes,no,telephone,122,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-10-26,42.44,-97.019,67d55afb-0108-4e33-89ba-271e5cea90ae,10.0,2016.0,False,122851,2,0,2012-03-10,2,2012
40.0,admin.,divorced,university.degree,no,no,no,cellular,206,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-07-28,40.527,-67.769,74ec2bfc-f34d-4d16-b6ad-330964402707,7.0,2019.0,False,70500,1,0,2012-05-02,21,2012
44.0,technician,divorced,professional.course,no,yes,yes,telephone,90,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-09-10,41.204,-118.419,95bd39b4-258c-45ee-81a1-eab070d8d9b6,9.0,2019.0,False,47105,1,0,2012-05-18,22,2012
48.0,retired,married,basic.4y,unknown,yes,yes,telephone,27,17,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2019-10-31,43.232,-79.931,5c9148bd-360b-4f7a-b464-787c12d70d66,10.0,2019.0,False,129940,0,1,2012-12-10,7,2012
39.0,admin.,divorced,high.school,no,no,no,telephone,210,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-08-14,31.106,-77.361,69ead6c2-7fb5-4b32-ba2b-8ce048d74dde,8.0,2017.0,False,89457,0,1,2012-09-27,31,2012
49.0,technician,married,high.school,no,yes,no,telephone,126,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-11-13,38.857,-87.021,5d6d0579-769b-4731-a8b2-1f6e60a06f23,11.0,2019.0,False,170393,2,0,2012-07-31,24,2012
54.0,housemaid,married,basic.4y,unknown,no,no,cellular,125,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2017-09-22,31.839,-83.326,d7f417a0-019f-475d-9e04-651d2833ea87,9.0,2017.0,False,127273,0,0,2012-09-09,31,2012
39.0,admin.,single,high.school,no,yes,no,telephone,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2019-01-30,44.404,-118.008,c49216d5-6f4d-43f9-8ed9-bba74f1961e6,1.0,2019.0,False,178368,2,1,2012-03-09,16,2012
50.0,technician,single,professional.course,no,no,yes,cellular,173,8,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2016-09-15,42.435,-80.031,12e0c9c9-5893-46fc-acbb-b36ca53ac93c,9.0,2016.0,False,146303,1,1,2012-12-09,19,2012
49.0,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,786,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-02-04,39.517,-100.939,a77fc934-e972-4e53-9c34-8515257eb6c6,2.0,2016.0,False,76142,2,2,2012-11-04,19,2012
47.0,housemaid,married,basic.4y,unknown,no,no,cellular,38,16,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2017-12-23,30.72,-109.803,29f97d7f-e7cd-4e83-bf08-587f0f9cbcb9,12.0,2017.0,False,163665,0,0,2012-06-10,3,2012
59.0,retired,married,high.school,no,no,no,cellular,193,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2015-03-01,30.418,-123.418,539a60cf-c8a8-4995-8a3a-410ecafc3058,3.0,2015.0,False,118683,0,2,2012-08-18,23,2012
50.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2015-10-06,41.179,-75.308,7bdc4f87-3661-4c52-ab72-ef11e6efbada,10.0,2015.0,False,108219,0,2,2012-02-22,9,2012
43.0,blue-collar,married,basic.9y,no,yes,yes,cellular,393,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2017-04-23,47.978,-115.004,aa15c8fb-4775-4a2f-8451-80e6c9fa70f9,4.0,2017.0,False,116395,2,2,2012-05-31,6,2012
53.0,retired,divorced,university.degree,no,yes,no,cellular,62,4,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2019-02-21,30.073,-79.826,7fb7b963-f4ca-45aa-9b74-ed6047ac89df,2.0,2019.0,False,81635,2,0,2012-02-26,6,2012
38.0,self-employed,married,high.school,no,yes,no,telephone,121,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2015-03-10,34.641,-104.97,07559631-05c0-4ee2-b89a-a6d707cbcb22,3.0,2015.0,False,27827,2,0,2012-01-12,15,2012
55.0,entrepreneur,divorced,university.degree,no,no,no,telephone,345,16,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2018-01-23,37.162,-94.36,1ff998d5-87af-4faa-9486-bc52be4712ee,1.0,2018.0,False,125513,0,0,2012-06-14,1,2012
45.0,technician,married,high.school,no,yes,no,cellular,88,5,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2015-10-15,47.403,-122.225,f3b2e5f7-8700-4d00-84e8-f003c2f01404,10.0,2015.0,False,137727,1,1,2012-04-09,4,2012
53.0,technician,married,professional.course,no,no,yes,cellular,178,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2015-06-24,33.099,-86.421,78f1a845-88b8-40f0-828a-82b16ad41d1e,6.0,2015.0,False,76622,0,0,2012-04-11,19,2012
39.0,admin.,divorced,high.school,no,no,no,cellular,858,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2018-04-24,48.327,-110.192,9ab1356a-35a3-40fd-85d1-80df117830a2,4.0,2018.0,False,70925,1,0,2012-06-02,19,2012
39.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2016-08-03,24.713,-74.607,9749b22f-adbb-41d9-8fb0-ca0e19c0ddec,8.0,2016.0,False,19449,1,0,2012-07-21,24,2012
39.0,self-employed,married,high.school,no,yes,no,cellular,119,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2017-10-31,31.64,-92.067,83e54a11-81a1-454f-9331-39ee2b3f4ace,10.0,2017.0,False,103956,2,2,2012-05-24,32,2012
32.0,blue-collar,single,high.school,no,no,no,telephone,480,8,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228.1,no,2015-07-20,34.951,-68.92,53e7bfd8-9183-4f5f-abd8-cbf116c276ee,7.0,2015.0,False,127183,2,2,2012-12-09,27,2012
42.0,technician,single,professional.course,no,yes,no,cellular,179,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,2017-09-11,41.408,-101.292,5f9058c1-e620-420a-b9e2-f96c07f93eae,9.0,2017.0,False,71719,0,0,2012-05-07,26,2012
